,Clip_Name,sentence,label_desc,use,label
809,Ses02F_impro02_M007,But she's--you're not gonna--you're not gonna be here for--for her first words. For her first steps. I mean--it's something that you're supposed to be here for that--,Negative,validation,0
810,Ses02F_impro02_M012,All right.,Negative,validation,0
811,Ses02F_impro03_F015,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out,Positive,test,2
812,Ses02F_impro03_F016,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--",Positive,train,2
813,Ses02F_impro03_F017,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have. Um--",Positive,train,2
814,Ses02F_impro03_F018,"So, yeah, I mean, it'll be good. We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet. And um--",Positive,train,2
815,Ses02F_impro03_F019,"I don't know. I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,",Positive,train,2
816,Ses02F_impro03_F023,Thank you. Thank you so much.,Positive,validation,2
817,Ses02F_impro03_F026,"Yeah, it's pretty good.",Positive,train,2
818,Ses02F_impro03_F027,"Of course, of course--you'll be able to be a part of it. You can come help me pick my colors.",Positive,train,2
819,Ses02F_impro03_F029,She'll be like--flowers and the--,Positive,validation,2
820,Ses02F_impro03_F030,"Oh, thank you. [LAUGHTER]",Positive,validation,2
821,Ses02F_impro03_M004,That is great. You look radiant. I should've guess.,Positive,train,2
822,Ses02F_impro03_M009,"Yeah. I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",Positive,train,2
823,Ses02F_impro03_M010,No. I'm just as happy as you are. This is--,Positive,train,2
824,Ses02F_impro03_M011,"So, I mean--it's good though.",Positive,validation,2
825,Ses02F_impro03_M017,Spring's nice though.,Neutral,train,1
826,Ses02F_impro03_M019,Okay. All right. So-[LAUGHTER]-quite a while. I mean--That's- That's good. I'm so happy for you. [LAUGHTER],Positive,train,2
827,Ses02F_impro03_M020,"Yeah, I'd love to be in that same situation some day, but, wow- so-",Positive,test,2
828,Ses02F_impro03_M022,"Oh, I approve. I-[LAUGHTER]-I more than approve.",Positive,train,2
829,Ses02F_impro03_M023,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",Positive,validation,2
830,Ses02F_impro03_M026,"It'll be good. Wow, that's great.",Positive,train,2
831,Ses02F_impro04_F009,I feel so worthless.,Negative,train,0
832,Ses02F_impro04_F016,"I just wanna crawl in a hole, you know. Like it just makes you not wanna even open your eyes in the morning.",Negative,train,0
833,Ses02F_impro04_M000,"So, uh, so how's it been going? I mean, you have any needs or anything?",Neutral,train,1
834,Ses02F_impro04_M001,"No. You can't think that way. I mean it's good--it's good that you're--that you're calling, you know. you can't",Neutral,validation,1
835,Ses02F_impro04_M004,"I know. I know. It's hard, but you just--you gotta keep going. I mean, you've been going at it for so long, you know. Something is definitely going to come up. I-I know it will, because you're a good worker--",Neutral,train,1
836,Ses02F_impro04_M008,"I know. It makes it harder. I mean it's definitely who you know in a lot of cases, but--",Neutral,train,1
837,Ses02F_impro04_M012,"Because I know you. You know, and maybe once you get to know some more people, like talking to them and everything, they'll get to know you too and they'll realize they should've hired you three years ago. You know? but And- and they'll finally come around and believe me--it'll--you gotta-",Neutral,train,1
838,Ses02F_impro04_M017,"Well, you've gotta live.",Neutral,train,1
839,Ses02F_impro04_M019,"Well, come on, come on. Thinking about it like this is definitely not gonna help either though.",Neutral,train,1
840,Ses02F_impro05_F000,"Hi, um, excuse me, I believe that the airline lost my baggage.",Neutral,train,1
841,Ses02F_impro05_F006,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?",Negative,validation,0
842,Ses02F_impro05_F010,"Because you don't seem to care very much, you know.",Negative,train,0
843,Ses02F_impro05_F019,It sounds like it's such a little like oh well no big deal whatever. It's a big deal to me.,Negative,train,0
844,Ses02F_impro05_M000,"Um, okay, it didn't--didn't come out on the carrousel--",Neutral,train,1
845,Ses02F_impro05_M001,"Okay. Um, well, unfortunately yeah there was a some- some problems with the--",Neutral,train,1
846,Ses02F_impro05_M002,"Uh, well some-some of the bags were--were lost on the way over here. uh-",Neutral,train,1
847,Ses02F_impro05_M004,"Uh, But, we are willing to reimburse you for the bag and and for the contents--",Neutral,validation,1
848,Ses02F_impro05_M006,"Right. Uh We realize, you know, that that it's a bad situation, but I'm sorry, there's nothing that we can really do.",Neutral,train,1
849,Ses02F_impro05_M009,"Yes, I know. I know-. It's It's frustrating. Unfortunately though-- um",Neutral,train,1
850,Ses02F_impro05_M012,"You paid for the flight and then your bags were checked at--it's a service that the airline provides for us. So so, really, it's really the risk was taken and, I'm sorry, but there's really nothing else we can do. So do you want--do you want the reimbursement?",Neutral,train,1
851,Ses02F_impro05_M013,"Well, there are-there are some shops here in- in the airport--",Neutral,test,1
852,Ses02F_impro05_M014,"No, um, like I said you can file a claim and, uh, maybe get reimbursed for more-- you",Neutral,validation,1
853,Ses02F_impro05_M015,probably even talk to--,Neutral,train,1
854,Ses02F_impro05_M016,"Right, that--that gets taken care of-- That gets taken care of. We get we do, you know, we investigate those and just make sure that um- they're not doing their own thing with them so--uh",Neutral,train,1
855,Ses02F_impro05_M017,but Unfortunately sometimes is--,Neutral,test,1
856,Ses02F_impro05_M018,"Well, that's--that's what I'm saying--",Neutral,validation,1
857,Ses02F_impro05_M020,"All right, Miss, I-I know. I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.",Neutral,validation,1
858,Ses02F_impro06_F000,"Um, Johnny died yesterday.",Negative,train,0
859,Ses02F_impro06_F001,"We knew that it was coming, but--",Negative,train,0
860,Ses02F_impro06_F002,"It seemed like he had a little bit longer. Like just last week, he was doing was so well.",Negative,train,0
861,Ses02F_impro06_F004,I just don't want him to be gone.,Negative,validation,0
862,Ses02F_impro06_F007,"He was so young, you know. And all the stories he used to tell me about...",Negative,validation,0
863,Ses02F_impro06_F008,...the way he wanted to live and he was gonna go to Africa and he was gonna--,Negative,train,0
864,Ses02F_impro06_F009,Nobody's ever gonna forget him.,Negative,train,0
865,Ses02F_impro06_F011,I'm gonna forget him.,Negative,train,0
866,Ses02F_impro06_F012,I won't be able to hear his voice or his--,Negative,validation,0
867,Ses02F_impro06_F014,Thanks.,Negative,train,0
868,Ses02F_impro06_M000,"Hey, a what's up?",Neutral,train,1
869,Ses02F_impro06_M001,"Wow, that's horrible.",Neutral,train,1
870,Ses02F_impro06_M002,I'm sorry to hear about that.,Neutral,test,1
871,Ses02F_impro06_M005,Yeah.,Neutral,train,1
872,Ses02F_impro06_M007,"It's good, you know. you know It hurts I know. I know what it's like to lose someone like that.",Neutral,train,1
873,Ses02F_impro06_M013,"'Cause, you know, you've got all the times that you guys did spend together, you know and that's something good that you can look back on.",Neutral,train,1
874,Ses02F_impro06_M015,"And you'll always have that and--you should feel, you know, happy for him that he got to do so much before--I mean, and even after he found out last year. I mean--",Neutral,train,1
875,Ses02F_impro06_M018,"But It's okay because now, you know, you'll just go on with your life and--",Neutral,train,1
876,Ses02F_impro07_M000,"That will be, It'll be--it'll be better that way. I mean Time will tell. Time heals, you know, and it's good. It's okay. I mean, it wasn't anybody's fault or anything like that so .",Neutral,train,1
877,Ses02F_impro07_M016,"So, how's it going?",Neutral,test,1
878,Ses02F_impro07_M018,So...,Positive,train,2
879,Ses02F_impro07_M019,That'll be awesome.,Positive,train,2
880,Ses02F_impro08_F000,"I mean because you went to the campus before, right?",Neutral,train,1
881,Ses02F_impro08_F004,"Hi, my name is Shiloh, welcome to--Airline Six. Hi, how may I help you?",Neutral,train,1
882,Ses02F_impro08_F005,"Oh, yeah, absolutely. You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",Neutral,train,1
883,Ses02F_impro08_F007,"I want to definitely give you our special package today, which um is usually only for valued customers who have a record of having previous,",Neutral,train,1
884,Ses02F_impro08_F008,Is that all right?,Neutral,validation,1
885,Ses02F_impro08_F009,"I can do that right now for you. No, absolutely. I can take care of you all the way through to the end.",Neutral,validation,1
886,Ses02F_impro08_F015,All I'm going to need is your credit card number but just give me one moment. So-,Neutral,train,1
887,Ses02F_impro08_F020,Okay.,Neutral,train,1
888,Ses02F_impro08_F023,Okay. Great. What time of the day would you like?,Neutral,train,1
889,Ses02F_impro08_F024,Absolutely. That actually goes in on the same package with our hotel. You just give me your address. We'll come and pick up a time that allows you to get to your flight with plenty of time to spare.,Neutral,train,1
890,Ses02F_impro08_F026,And a there will also be a shuttle waiting for you to take you to the appropriate hotel.,Neutral,train,1
891,Ses02F_impro08_M003,Absolutely. Thank you so much for calling and we hope that you will come to us again.,Neutral,validation,1
892,Ses02F_impro08_M006,Okay.,Neutral,test,1
893,Ses02F_impro08_M008,[BREATHING] that's good.,Neutral,validation,1
894,Ses02F_impro08_M009,Okay. So--,Neutral,train,1
895,Ses02F_impro08_M012,"Well, you know, we wanted to--we wanted to go to Maui and--That was a",Neutral,train,1
896,Ses02F_impro08_M015,All right. And can they like all get together?,Neutral,test,1
897,Ses02F_impro08_M016,"Uh, well, yeah, I think we were just--you know, whenever best available, I guess. You know--",Neutral,train,1
898,Ses02F_impro08_M018,"And, like, there's there's shuttles or something that I can get to the hotel.",Neutral,train,1
899,Ses02F_impro08_M019,All right. So we're confirmed then or do you--All right.,Neutral,train,1
900,Ses02F_script01_1_F004,Okay.,Negative,train,0
901,Ses02F_script01_1_F005,Did you talk to him?,Negative,validation,0
902,Ses02F_script01_1_F006,He cried hard?,Negative,validation,0
903,Ses02F_script01_1_F017,What was he doing out here at that hour?,Negative,train,0
904,Ses02F_script01_1_F019,"I've got an idea, but what's the story?",Negative,validation,0
905,Ses02F_script01_1_F027,What do you want me to do? You're old enough to know your own mind.,Neutral,train,1
906,Ses02F_script01_1_F036,"Well, how do you know she'll marry you? Maybe she feels the same way your father does.",Negative,validation,0
907,Ses02F_script01_1_F037,Are you crazy?,Negative,train,0
908,Ses02F_script01_1_F038,What about the business? What the hell is this?,Negative,validation,0
909,Ses02F_script01_1_F040,Must you be inspired?,Negative,train,0
910,Ses02F_script01_1_F044,"Well, you don't want to think like that.",Negative,train,0
911,Ses02F_script01_1_M011,I can see that.,Negative,train,0
912,Ses02F_script01_1_M013,Why shouldn't he dream of him and walk the nights waiting for him? Do we contradict him? Do we say straight out that we don't have any hope anymore? That we haven't had hope for years now?,Negative,test,0
913,Ses02F_script01_1_M021,"For God sakes, it's been three years. Nobody comes back after three years. It's insane.",Negative,train,0
914,Ses02F_script01_1_M023,"Well, then it isn't just my business--",Negative,validation,0
915,Ses02F_script01_1_M025,She's not Larry's girl.,Negative,test,0
916,Ses02F_script01_1_M027,To hell with that.,Negative,train,0
917,Ses02F_script01_1_M036,"Well, if she does, then that's the end of it. But from her letters, I think she's forgotten him. I'll find out. And then we'll thrash it out with Dad, right? Mom, don't avoid me.",Negative,validation,0
918,Ses02F_script01_1_M037,I've been a good son too long. A good sucker. I'm through with it.,Negative,validation,0
919,Ses02F_script01_1_M038,The business? The business doesn't inspire me.,Negative,test,0
920,Ses02F_script01_1_M044,"Yes. I like it an hour a day. If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",Neutral,train,1
921,Ses02F_script01_2_F005,"No, you don't. I'm a pretty tough guy.",Negative,train,0
922,Ses02F_script01_2_F012,It's got that all about it.,Negative,train,0
923,Ses02F_script01_2_F013,"Because if he's not coming back, I'll kill myself. I mean, laugh--laugh at me, but...",Negative,train,0
